ticker,price,score,points,sma50,sma200,wk52_high,wk52_low,volume
INN,5.98,9,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",5.08,4.9,5.98,3.97,1345744.25
PKE,31.9,8,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",32.71,24.49,36.41,13.25,280059.2
STRO,25.41,7,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",31.31,17.28,40.91,6.8,333558.9
TLRY,5.03,2,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",6.04,9.46,21.0,3.6,3427004.25
SHBI,21.38,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19.48,17.81,21.38,14.0,186748.1
EVC,9.09,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5.83,3.47,9.84,1.92,3465701.0
ZVRA,12.09,9,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",10.38,9.45,12.79,7.23,2050530.65
CARS,9.3,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",10.06,11.06,13.79,7.58,865831.3
CLYM,10.77,9,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",9.64,5.15,12.22,1.18,940178.25
CWBC,24.89,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",23.73,22.52,25.28,17.63,243857.7
RMR,20.55,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18.04,15.78,20.55,13.34,138320.15
SPIR,17.02,7,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",18.51,12.21,25.48,7.02,1709738.65
SWBI,14.67,9,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",14.96,11.44,15.57,7.47,490981.85
ARVN,7.15,3,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",9.87,10.67,13.83,6.24,907755.45
AVR,9.34,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",6.85,5.49,9.65,2.9,1342097.45
NKLR,5.57,4,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 0]",5.8,5.57,18.26,3.91,330373.05
VTEX,3.53,2,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",3.85,3.87,6.76,2.87,1522597.95
MRAM,24.3,8,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",21.07,12.56,44.01,5.71,6687491.35
CABA,3.2,8,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",3.33,2.7,4.15,1.33,3543155.3
KE,25.34,4,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",25.69,27.56,33.13,18.26,176513.1
CNNE,14.22,5,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",13.28,15.1,21.26,10.64,455692.4
PSNL,10.04,9,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",7.22,7.86,12.1,4.41,3081513.55
CCSI,33.58,8,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",28.04,26.25,35.51,19.66,186407.3
ANGX,2.79,3,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]",2.76,2.79,16.0,2.18,1150335.05
NPCE,15.63,8,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",16.0,14.01,19.29,8.25,189736.35
RGR,38.46,7,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",40.52,38.09,46.84,28.67,128911.1
TDUP,4.93,4,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",4.24,6.5,12.08,3.11,2063907.0
