ticker,price,score,points,sma50,sma200,wk52_high,wk52_low,volume
NVDA,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,235.2,164.79,135190438.65
GOOGL,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,402.12,235.96,25777692.2
GOOG,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,398.54,236.87,17076992.9
AAPL,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,339.79,244.37,42877318.55
AMZN,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,284.02,198.79,33110262.2
AVGO,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,480.81,292.95,27169538.05
TSM,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,476.29,269.77,9846340.25
TSLA,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,489.88,298.32,39333049.2
WMT,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,133.88,99.77,24288544.35
LLY,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,1280.34,710.11,2360699.6
MU,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,1213.37,156.58,25100879.8
AMD,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,580.91,159.46,20547426.95
INTC,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,140.94,28.76,102753430.5
XOM,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,169.32,107.52,14853307.15
ASML,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,1986.87,930.06,1273332.0
ORCL,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,324.45,114.99,30410277.35
JNJ,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,278.43,170.37,6423213.1
CAT,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,1062.93,459.58,2352796.45
CSCO,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,129.52,65.86,15400178.8
LRCX,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,433.33,127.68,8738726.8
CVX,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,217.77,142.76,9851165.2
AMAT,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,722.23,198.5,6666440.45
UNH,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,433.68,255.97,4954902.6
BABA,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,187.62,94.81,10006555.8
GE,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,381.22,272.91,4114219.15
HSBC,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,107.34,62.78,1296830.8
MS,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,227.3,148.49,4574690.15
AZN,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,208.62,145.54,3131583.25
GEV,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,1174.86,546.95,2290416.3
GS,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,1146.46,730.24,2020325.9
MRK,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,155.53,75.39,10192643.4
NVS,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,163.64,118.2,2480020.4
TXN,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,330.59,150.79,6015019.55
RY,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,216.57,141.81,1122151.25
KLAC,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,301.37,97.75,9552160.9
RTX,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,225.49,154.7,3913086.4
SNDK,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,2335.0,94.29,10880004.1
QCOM,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,248.74,122.94,14516928.05
ARM,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,439.46,104.55,4532938.75
C,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,144.93,91.98,9509175.4
BHP,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,96.58,50.46,2316002.6
ADI,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,444.13,222.42,3533567.0
NVO,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,60.94,34.33,11859837.1
MUFG,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,24.13,14.62,2741499.05
TTE,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,93.6,55.92,1574151.4
NEE,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,96.44,70.3,10808149.85
BA,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,252.15,179.12,5902245.7
TD,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,124.8,77.0,1833540.5
SAN,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,15.05,9.53,9557773.7
RIO,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,109.63,60.51,1758161.35
ANET,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,210.5,116.13,5045745.6
STX,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,1093.26,210.56,3673958.55
DELL,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,588.4,110.54,10409991.1
PANW,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,396.0,141.67,7030482.5
WDC,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,745.99,106.68,6364078.5
GILD,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,153.05,107.89,5868811.45
GLW,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,255.21,77.62,9096448.5
BUD,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,86.48,57.65,2539397.35
APP,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,733.6,298.59,4844447.05
APH,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,88.16,59.49,11829949.55
DE,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,698.37,435.19,1291359.8
SCCO,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,219.7,103.85,1126889.1
WELL,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,251.12,163.53,2689082.1
MRVL,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,316.35,73.67,22018292.25
IBKR,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,98.1,60.79,3890026.75
COP,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,141.22,83.04,6841843.65
PLD,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,148.88,107.84,3337739.4
UBS,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,55.72,35.49,1705721.95
SMFG,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,27.56,15.2,1349855.8
CRWD,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,245.7,87.56,12959118.75
VRT,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,376.06,138.47,5418757.45
BTI,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,65.79,48.34,5370784.15
BBVA,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,29.64,17.18,1155997.1
NEM,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,134.86,77.9,8178152.5
PBR,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,21.77,11.06,23190678.7
PBR-A,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,19.57,10.33,7637784.45
SBUX,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,108.49,76.51,6457840.65
CVS,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,109.92,69.04,6782495.05
BMY,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,68.09,41.21,9127943.6
BP,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,46.96,31.17,10052160.7
PWR,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,785.12,389.2,944490.8
PH,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,1071.71,710.74,635833.95
HWM,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,292.65,183.71,4056742.95
BMO,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,,185.81,118.13,806623.05
