ticker,price,score,points,sma50,sma200,wk52_high,wk52_low,volume
INN,5.83,9,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",4.86,4.87,5.83,3.97,812705.25
PKE,36.41,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",31.99,23.96,36.41,13.25,201333.5
STRO,29.63,7,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",30.67,16.62,40.91,6.8,320751.85
TLRY,5.65,2,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",6.23,9.67,21.0,3.6,3751387.65
SHBI,20.64,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19.22,17.76,20.64,14.09,167403.85
EVC,9.38,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5.0,3.24,9.84,1.83,5535605.2
ZVRA,11.4,9,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10.11,9.39,12.79,7.23,1904754.75
CARS,10.18,3,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",9.87,11.17,13.79,7.58,922025.95
CLYM,11.34,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",9.06,4.84,12.22,1.18,869159.85
CWBC,24.05,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",23.49,22.37,25.28,17.2,205678.15
RMR,20.4,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17.35,15.6,20.4,13.34,182329.9
SPIR,24.1,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17.51,11.86,25.48,7.02,1693299.3
SWBI,15.22,9,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",14.88,11.19,15.57,7.47,447388.1
ARVN,8.84,4,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]",10.26,10.64,13.83,6.24,997384.1
AVR,8.77,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",6.34,5.3,9.62,2.9,1085166.4
NKLR,6.1,6,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 1]",5.62,6.1,18.26,3.91,386500.45
VTEX,3.73,2,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",3.86,3.88,6.76,2.87,1461191.0
MRAM,31.26,9,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",18.53,11.81,44.01,5.58,7467077.85
CABA,3.77,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3.24,2.63,4.15,1.33,5290714.85
KE,26.49,6,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",25.5,27.53,33.13,18.1,182142.55
CNNE,14.85,5,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",12.79,15.2,21.26,10.64,483765.7
PSNL,10.98,9,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",6.71,7.63,11.25,4.41,2786429.15
